state,date,death,hospitalized,positive
NM,2021-02-22,3635,12938,183023
NV,2021-02-22,4882,,291145
NY,2021-02-22,37941,,1584931
OH,2021-02-22,16874,49492,955378
OK,2021-02-22,4203,23684,419853
OR,2021-02-22,2155,8403,152818
PA,2021-02-22,23614,,915018
PR,2021-02-22,1983,,99257
RI,2021-02-22,2466,8815,123980
SC,2021-02-22,8332,19994,505589
SD,2021-02-22,1863,6537,111334
TN,2021-02-22,11153,18311,766089
TX,2021-02-22,41407,,2594466
UT,2021-02-22,1853,14466,367073
VA,2021-02-22,7486,23530,565270
VI,2021-02-22,25,,2579
VT,2021-02-22,198,,14608
WA,2021-02-22,4822,19033,333794
WI,2021-02-22,6871,25775,612712
WV,2021-02-22,2263,,129854
WY,2021-02-22,662,1372,53900
AK,2021-02-21,289,1243,55198
AL,2021-02-21,9592,44767,486843
AR,2021-02-21,5357,14540,315514
AS,2021-02-21,0,,0
AZ,2021-02-21,15505,56946,807967
CA,2021-02-21,49105,,3441946
CO,2021-02-21,5892,23169,420614
CT,2021-02-21,7523,,273101
DC,2021-02-21,995,,39648
DE,2021-02-21,1367,,84732
FL,2021-02-21,30434,78946,1834708
GA,2021-02-21,16744,54753,985505
GU,2021-02-21,130,,7720
HI,2021-02-21,431,2182,27904
IA,2021-02-21,5336,,277268
ID,2021-02-21,1826,6983,169150
IL,2021-02-21,22466,,1174409
IN,2021-02-21,12372,42445,655541
KS,2021-02-21,4614,9071,290832
KY,2021-02-21,4447,18601,396997
LA,2021-02-21,9466,,424176
MA,2021-02-21,15826,19176,569284
MD,2021-02-21,7715,34439,376355
ME,2021-02-21,658,1506,43497
MI,2021-02-21,16342,,636269
MN,2021-02-21,6432,25455,479036
MO,2021-02-21,7715,,474997
MP,2021-02-21,2,4,143
MS,2021-02-21,6553,8978,290632
MT,2021-02-21,1342,4522,98779
NC,2021-02-21,10926,,842637
ND,2021-02-21,1465,3857,99277
NE,2021-02-21,2047,6034,198949
NH,2021-02-21,1154,1093,73413
NJ,2021-02-21,22858,63108,766405
NM,2021-02-21,3624,12916,182789
NV,2021-02-21,4872,,290972
NY,2021-02-21,37851,,1578785
OH,2021-02-21,16816,49372,953767
OK,2021-02-21,4181,23667,419354
OR,2021-02-21,2154,8403,152711
PA,2021-02-21,23597,,913497
PR,2021-02-21,1979,,99084
RI,2021-02-21,2463,8870,123821
SC,2021-02-21,8324,19966,504149
SD,2021-02-21,1863,6524,111304
TN,2021-02-21,11133,18284,765137
TX,2021-02-21,41343,,2588101
UT,2021-02-21,1852,14445,366735
VA,2021-02-21,7331,23481,564115
VI,2021-02-21,25,,2575
VT,2021-02-21,197,,14493
WA,2021-02-21,4822,19033,333794
WI,2021-02-21,6871,25743,612240
WV,2021-02-21,2261,,129616
WY,2021-02-21,662,1369,53795
AK,2021-02-20,289,1243,55198
AL,2021-02-20,9590,44767,485986
AR,2021-02-20,5348,14526,315230
AS,2021-02-20,0,,0
AZ,2021-02-20,15480,56872,806163
CA,2021-02-20,48825,,3435186
CO,2021-02-20,5887,23156,419812
CT,2021-02-20,7523,,273101
DC,2021-02-20,994,,39553
DE,2021-02-20,1366,,84531
FL,2021-02-20,30339,78840,1829773
GA,2021-02-20,16742,54647,983747
GU,2021-02-20,130,,7716
HI,2021-02-20,430,2182,27837
IA,2021-02-20,5336,,276966
ID,2021-02-20,1826,6973,168953
IL,2021-02-20,22426,,1172824
IN,2021-02-20,12336,42378,654660
KS,2021-02-20,4614,9071,290832
KY,2021-02-20,4426,18555,396018
LA,2021-02-20,9440,,422287
MA,2021-02-20,15779,19176,567764
MD,2021-02-20,7697,34355,375737
ME,2021-02-20,658,1505,43367
MI,2021-02-20,16342,,636269
MN,2021-02-20,6423,25426,478157
MO,2021-02-20,7715,,474587
MP,2021-02-20,2,4,135
MS,2021-02-20,6553,8978,290242
MT,2021-02-20,1341,4517,98641
NC,2021-02-20,10896,,840096
ND,2021-02-20,1465,3856,99228
NE,2021-02-20,2047,6032,198751
NH,2021-02-20,1153,1092,73161
NJ,2021-02-20,22834,63062,764374
NM,2021-02-20,3610,12901,182475
NV,2021-02-20,4868,,290671
NY,2021-02-20,37776,,1572175
OH,2021-02-20,16749,49317,952306
OK,2021-02-20,4155,23606,418318
OR,2021-02-20,2149,8403,152190
PA,2021-02-20,23570,,911591
PR,2021-02-20,1957,,98835
RI,2021-02-20,2462,8870,123548
SC,2021-02-20,8256,19899,501277
SD,2021-02-20,1859,6509,111165
TN,2021-02-20,11115,18267,764008
TX,2021-02-20,41213,,2583617
UT,2021-02-20,1842,14421,366034
VA,2021-02-20,7197,23436,561812
VI,2021-02-20,25,,2575
VT,2021-02-20,196,,14359
WA,2021-02-20,4822,18969,332904
WI,2021-02-20,6871,25716,611789
WV,2021-02-20,2254,,129364
WY,2021-02-20,662,1367,53683
AK,2021-02-19,289,1243,55198
AL,2021-02-19,9573,44767,485212
AR,2021-02-19,5336,14500,314713
AS,2021-02-19,0,,0
AZ,2021-02-19,15421,56732,804116
CA,2021-02-19,48344,,3428518
CO,2021-02-19,5878,23101,418695
CT,2021-02-19,7523,,273101
DC,2021-02-19,993,,39461
DE,2021-02-19,1343,,84181
FL,2021-02-19,30214,78590,1822644
GA,2021-02-19,16610,54434,980411
GU,2021-02-19,130,,7715
HI,2021-02-19,430,2182,27778
IA,2021-02-19,5336,,276621
ID,2021-02-19,1826,6964,168639
IL,2021-02-19,22368,,1170902
IN,2021-02-19,12325,42333,653245
KS,2021-02-19,4614,9071,290832
KY,2021-02-19,4401,18438,394687
LA,2021-02-19,9440,,422287
MA,2021-02-19,15726,19176,565794
MD,2021-02-19,7677,34265,374974
ME,2021-02-19,656,1503,43224
MI,2021-02-19,16274,,635446
MN,2021-02-19,6412,25368,477287
MO,2021-02-19,7709,,474021
MP,2021-02-19,2,4,135
MS,2021-02-19,6534,8978,289892
MT,2021-02-19,1339,4506,98377
NC,2021-02-19,10820,,836650
ND,2021-02-19,1465,3847,99153
NE,2021-02-19,2043,6009,198442
NH,2021-02-19,1152,1092,72767
NJ,2021-02-19,22784,62958,761498
NM,2021-02-19,3599,12891,182050
NV,2021-02-19,4831,,290300
NY,2021-02-19,37675,,1564483
OH,2021-02-19,16693,49213,949695
OK,2021-02-19,4132,23537,417345
OR,2021-02-19,2149,8380,151713
PA,2021-02-19,23480,,908773
PR,2021-02-19,1947,,98624
RI,2021-02-19,2376,8870,123145
SC,2021-02-19,8213,19796,497937
SD,2021-02-19,1853,6492,111018
TN,2021-02-19,11064,18235,762673
TX,2021-02-19,40986,,2577131
UT,2021-02-19,1834,14382,365256
VA,2021-02-19,7098,23369,559930
VI,2021-02-19,25,,2565
VT,2021-02-19,193,,14251
WA,2021-02-19,4803,18934,332007
WI,2021-02-19,6852,25635,610974
WV,2021-02-19,2248,,129055
WY,2021-02-19,662,1367,53683
AK,2021-02-18,288,1243,55009
AL,2021-02-18,9424,44767,484365
AR,2021-02-18,5323,14469,314445
AS,2021-02-18,0,,0
AZ,2021-02-18,15276,56090,802198
CA,2021-02-18,47924,,3421720
CO,2021-02-18,5864,23047,417415
CT,2021-02-18,7496,,271903
DC,2021-02-18,992,,39301
DE,2021-02-18,1326,,83852
FL,2021-02-18,29990,78295,1816108
GA,2021-02-18,16403,54173,976732
GU,2021-02-18,130,,7705
HI,2021-02-18,428,2179,27717
IA,2021-02-18,5321,,276229
ID,2021-02-18,1817,6947,168353
IL,2021-02-18,22297,,1168683
IN,2021-02-18,12281,42246,652210
KS,2021-02-18,4521,9002,288717
KY,2021-02-18,4373,18314,392729
LA,2021-02-18,9406,,421846
MA,2021-02-18,15686,19176,563976
MD,2021-02-18,7661,34168,373966
ME,2021-02-18,655,1495,43090
MI,2021-02-18,16251,,633973
MN,2021-02-18,6404,25341,476292
MO,2021-02-18,7695,,473459
MP,2021-02-18,2,4,135
MS,2021-02-18,6531,8978,289532
MT,2021-02-18,1337,4484,98100
NC,2021-02-18,10766,,833423
ND,2021-02-18,1465,3845,99034
NE,2021-02-18,2025,5997,198042
NH,2021-02-18,1150,1085,72399
NJ,2021-02-18,22721,62835,758451
NM,2021-02-18,3580,12848,181739
NV,2021-02-18,4805,,289880
NY,2021-02-18,37556,,1555773
OH,2021-02-18,16611,49061,947389
OK,2021-02-18,4112,23464,416476
OR,2021-02-18,2143,8346,151257
PA,2021-02-18,23413,,905995
PR,2021-02-18,1940,,98506
RI,2021-02-18,2367,8846,122859
SC,2021-02-18,8155,19701,495044
SD,2021-02-18,1847,6475,110871
TN,2021-02-18,11057,18175,761301
TX,2021-02-18,40814,,2574194
UT,2021-02-18,1813,14343,364399
VA,2021-02-18,7090,23268,557896
VI,2021-02-18,25,,2558
VT,2021-02-18,193,,14149
WA,2021-02-18,4759,18861,330807
WI,2021-02-18,6816,25556,610055
WV,2021-02-18,2236,,128760
WY,2021-02-18,662,1364,53531
AK,2021-02-17,288,1238,54799
AL,2021-02-17,9346,44541,483167
AR,2021-02-17,5313,14392,314192
AS,2021-02-17,0,,0
AZ,2021-02-17,15063,55983,801055
CA,2021-02-17,47507,,3416147
CO,2021-02-17,5838,22922,416174
CT,2021-02-17,7476,,271356
DC,2021-02-17,985,,39180
DE,2021-02-17,1316,,83581
FL,2021-02-17,29824,77994,1811078
GA,2021-02-17,16273,53880,973247
GU,2021-02-17,130,,7703
HI,2021-02-17,427,2174,27652
IA,2021-02-17,5306,,275713
ID,2021-02-17,1806,6933,167945
IL,2021-02-17,22224,,1166717
IN,2021-02-17,12250,42086,651453
KS,2021-02-17,4521,9002,288717
KY,2021-02-17,4336,18289,391772
LA,2021-02-17,9391,,421018
MA,2021-02-17,15623,19176,561936
MD,2021-02-17,7630,34078,372980
ME,2021-02-17,654,1490,42872
MI,2021-02-17,16160,,632772
MN,2021-02-17,6390,25287,475379
MO,2021-02-17,7470,,472741
MP,2021-02-17,2,4,135
MS,2021-02-17,6524,8978,289398
MT,2021-02-17,1334,4477,97900
NC,2021-02-17,10670,,829507
ND,2021-02-17,1461,3850,98901
NE,2021-02-17,2018,5981,197746
NH,2021-02-17,1148,1083,71965
NJ,2021-02-17,22632,62718,755174
NM,2021-02-17,3562,12790,181332
NV,2021-02-17,4774,,289392
NY,2021-02-17,37440,,1548979
OH,2021-02-17,16513,48888,945107
OK,2021-02-17,4089,23392,415858
OR,2021-02-17,2138,8298,150875
PA,2021-02-17,23319,,902650
PR,2021-02-17,1930,,98428
RI,2021-02-17,2352,8811,122440
SC,2021-02-17,8117,19572,492369
SD,2021-02-17,1844,6466,110685
TN,2021-02-17,10985,18120,760303
TX,2021-02-17,40717,,2571063
UT,2021-02-17,1806,14294,363248
VA,2021-02-17,7075,23179,555592
VI,2021-02-17,25,,2545
VT,2021-02-17,191,,13996
WA,2021-02-17,4709,18764,329746
WI,2021-02-17,6798,25498,609189
WV,2021-02-17,2225,,128405
WY,2021-02-17,662,1363,53450
AK,2021-02-16,287,1233,54736
AL,2021-02-16,9257,44541,482488
AR,2021-02-16,5287,14392,313525
AS,2021-02-16,0,,0
AZ,2021-02-16,14981,55865,799740
CA,2021-02-16,47107,,3412057
CO,2021-02-16,5828,22837,415037
CT,2021-02-16,7449,,270822
DC,2021-02-16,982,,39131
DE,2021-02-16,1291,,83369
FL,2021-02-16,29659,77686,1803893
GA,2021-02-16,16174,53658,969702
GU,2021-02-16,130,,7701
HI,2021-02-16,426,2174,27623
IA,2021-02-16,5263,,275247
ID,2021-02-16,1803,6890,167483
IL,2021-02-16,22199,,1164922
IN,2021-02-16,12231,41840,650530
KS,2021-02-16,4406,8923,287450
KY,2021-02-16,4318,18183,390762
LA,2021-02-16,9325,,420394
MA,2021-02-16,15567,18859,560576
MD,2021-02-16,7612,33980,372221
ME,2021-02-16,651,1487,42768
MI,2021-02-16,16149,,631532
MN,2021-02-16,6380,25243,474621
MO,2021-02-16,7458,,472143
MP,2021-02-16,2,4,134
MS,2021-02-16,6501,8978,288714
MT,2021-02-16,1331,4461,97666
NC,2021-02-16,10562,,826340
ND,2021-02-16,1461,3845,98781
NE,2021-02-16,2004,5964,197447
NH,2021-02-16,1136,1080,71215
NJ,2021-02-16,22497,62591,751065
NM,2021-02-16,3550,12757,181060
NV,2021-02-16,4733,,289029
NY,2021-02-16,37328,,1542887
OH,2021-02-16,16453,48739,943291
OK,2021-02-16,4061,23270,414780
OR,2021-02-16,2137,8185,150464
PA,2021-02-16,23126,,899237
PR,2021-02-16,1924,,98317
RI,2021-02-16,2344,8786,122072
SC,2021-02-16,8055,19452,490453
SD,2021-02-16,1844,6461,110593
TN,2021-02-16,10954,18063,759523
TX,2021-02-16,40645,,2567297
UT,2021-02-16,1797,14239,362347
VA,2021-02-16,7037,23042,553308
VI,2021-02-16,25,,2542
VT,2021-02-16,191,,13917
WA,2021-02-16,4675,18643,328047
WI,2021-02-16,6788,25422,608418
WV,2021-02-16,2216,,128117
WY,2021-02-16,662,1361,53351
AK,2021-02-15,282,1230,54282
AL,2021-02-15,9244,44342,481605
AR,2021-02-15,5275,14355,313348
AS,2021-02-15,0,,0
AZ,2021-02-15,14978,55777,798608
CA,2021-02-15,47043,,3406365
CO,2021-02-15,5826,22812,414369
CT,2021-02-15,7447,,270242
DC,2021-02-15,980,,39001
DE,2021-02-15,1283,,83239
FL,2021-02-15,29434,77372,1797728
GA,2021-02-15,15928,53403,966807
GU,2021-02-15,130,,7699
HI,2021-02-15,426,2149,27606
IA,2021-02-15,5237,,274955
ID,2021-02-15,1803,6890,167483
IL,2021-02-15,22166,,1163574
IN,2021-02-15,12191,41646,649652
KS,2021-02-15,4406,8923,287450
KY,2021-02-15,4291,18086,389521
LA,2021-02-15,9325,,420394
MA,2021-02-15,15517,18859,559350
MD,2021-02-15,7580,33903,371705
ME,2021-02-15,649,1484,42677
MI,2021-02-15,16130,,630408
MN,2021-02-15,6378,25197,474169
MO,2021-02-15,7455,,471662
MP,2021-02-15,2,4,134
MS,2021-02-15,6464,8902,287980
MT,2021-02-15,1328,4444,97539
NC,2021-02-15,10501,,824352
ND,2021-02-15,1461,3837,98643
NE,2021-02-15,2003,5962,197328
NH,2021-02-15,1135,1077,71017
NJ,2021-02-15,22466,62454,747432
NM,2021-02-15,3538,12716,180761
NV,2021-02-15,4720,,288739
NY,2021-02-15,37221,,1536134
OH,2021-02-15,16394,48635,941265
OK,2021-02-15,4041,23256,414272
OR,2021-02-15,2137,8185,150281
PA,2021-02-15,23119,,896860
PR,2021-02-15,1920,,97837
RI,2021-02-15,2334,8754,121787
SC,2021-02-15,8034,19421,489018
SD,2021-02-15,1844,6446,110376
TN,2021-02-15,10937,18027,758561
TX,2021-02-15,40593,,2563949
UT,2021-02-15,1796,14209,361756
VA,2021-02-15,7016,22944,551538
VI,2021-02-15,25,,2542
VT,2021-02-15,190,,13862
WA,2021-02-15,4675,18643,328047
WI,2021-02-15,6749,25340,607639
WV,2021-02-15,2212,,127889
WY,2021-02-15,647,1356,53136
AK,2021-02-14,282,1230,54282
AL,2021-02-14,9242,44148,480931
AR,2021-02-14,5265,14332,313028
AS,2021-02-14,0,,0
AZ,2021-02-14,14978,55667,797270
CA,2021-02-14,46843,,3399878
CO,2021-02-14,5824,22797,413836
CT,2021-02-14,7381,,267337
DC,2021-02-14,979,,38918
DE,2021-02-14,1283,,83003
FL,2021-02-14,29275,77255,1794155
GA,2021-02-14,15871,53379,964737
GU,2021-02-14,130,,7695
HI,2021-02-14,426,2149,27573
IA,2021-02-14,5236,,274741
ID,2021-02-14,1803,6890,167483
IL,2021-02-14,22121,,1162154
IN,2021-02-14,12173,41604,648875
KS,2021-02-14,4364,8887,286102
KY,2021-02-14,4282,18054,388798
LA,2021-02-14,9292,,419891
MA,2021-02-14,15484,18859,557777
MD,2021-02-14,7554,33808,370983
ME,2021-02-14,649,1484,42529
MI,2021-02-14,16119,,628956
MN,2021-02-14,6376,25156,473567
MO,2021-02-14,7455,,471241
MP,2021-02-14,2,4,134
MS,2021-02-14,6462,8902,287436
MT,2021-02-14,1327,4439,97401
NC,2021-02-14,10491,,821894
ND,2021-02-14,1461,3831,98597
NE,2021-02-14,2002,5950,197236
NH,2021-02-14,1133,1075,70785
NJ,2021-02-14,22454,62406,745987
NM,2021-02-14,3529,12679,180571
NV,2021-02-14,4709,,288348
NY,2021-02-14,37118,,1529769
OH,2021-02-14,16346,48556,939350
OK,2021-02-14,4024,23248,413542
OR,2021-02-14,2137,8185,150034
PA,2021-02-14,23096,,894915
PR,2021-02-14,1919,,97609
RI,2021-02-14,2332,8689,121584
SC,2021-02-14,7998,19396,487293
SD,2021-02-14,1844,6438,110315
TN,2021-02-14,10933,18017,757418
TX,2021-02-14,40527,,2560060
UT,2021-02-14,1794,14189,361294
VA,2021-02-14,7012,22906,549999
VI,2021-02-14,25,,2524
VT,2021-02-14,189,,13677
WA,2021-02-14,4675,18643,328047
WI,2021-02-14,6745,25302,607213
WV,2021-02-14,2210,,127588
WY,2021-02-14,647,1356,53136
AK,2021-02-13,282,1230,54282
AL,2021-02-13,9242,44148,479856
AR,2021-02-13,5252,14298,312562
AS,2021-02-13,0,,0
AZ,2021-02-13,14948,55559,795323
CA,2021-02-13,46435,,3391036
CO,2021-02-13,5814,22778,412983
CT,2021-02-13,7381,,267337
DC,2021-02-13,979,,38796
DE,2021-02-13,1282,,82672
FL,2021-02-13,29179,77134,1788827
GA,2021-02-13,15850,53340,962808
GU,2021-02-13,130,,7692
HI,2021-02-13,425,2149,27527
IA,2021-02-13,5236,,274386
ID,2021-02-13,1796,6875,167225
IL,2021-02-13,22087,,1160523
IN,2021-02-13,12149,41530,647657
KS,2021-02-13,4364,8887,286102
KY,2021-02-13,4272,17942,387090
LA,2021-02-13,9276,,418585
MA,2021-02-13,15424,18859,555895
MD,2021-02-13,7536,33728,370136
ME,2021-02-13,647,1476,42419
MI,2021-02-13,16119,,628956
MN,2021-02-13,6369,25116,472791
MO,2021-02-13,7453,,470752
MP,2021-02-13,2,4,134
MS,2021-02-13,6461,8902,286343
MT,2021-02-13,1327,4441,97297
NC,2021-02-13,10453,,818724
ND,2021-02-13,1461,3828,98551
NE,2021-02-13,2002,5942,197027
NH,2021-02-13,1130,1073,70505
NJ,2021-02-13,22440,62347,743819
NM,2021-02-13,3516,12657,180289
NV,2021-02-13,4694,,287836
NY,2021-02-13,37009,,1521453
OH,2021-02-13,16340,48492,937541
OK,2021-02-13,3994,23150,412276
OR,2021-02-13,2094,8185,149576
PA,2021-02-13,23072,,892344
PR,2021-02-13,1915,,97313
RI,2021-02-13,2329,8689,121264
SC,2021-02-13,7911,19307,483140
SD,2021-02-13,1838,6431,110205
TN,2021-02-13,10902,17997,756071
TX,2021-02-13,40378,,2553127
UT,2021-02-13,1790,14151,360584
VA,2021-02-13,6996,22846,547424
VI,2021-02-13,25,,2524
VT,2021-02-13,189,,13561
WA,2021-02-13,4675,18604,327167
WI,2021-02-13,6744,25268,606651
WV,2021-02-13,2201,,127282
WY,2021-02-13,647,1311,53086
AK,2021-02-12,282,1230,54282
AL,2021-02-12,9180,44148,478667
AR,2021-02-12,5212,14278,311608
AS,2021-02-12,0,,0
AZ,2021-02-12,14834,55413,793532
CA,2021-02-12,46002,,3381615
CO,2021-02-12,5790,22703,411774
CT,2021-02-12,7381,,267337
DC,2021-02-12,976,,38670
DE,2021-02-12,1269,,82263
FL,2021-02-12,29061,76873,1781450
GA,2021-02-12,15708,53111,958985
GU,2021-02-12,130,,7689
HI,2021-02-12,425,2149,27460
IA,2021-02-12,5223,,273936
ID,2021-02-12,1791,6852,166876
IL,2021-02-12,22027,,1158431
IN,2021-02-12,12117,41459,646425
KS,2021-02-12,4364,8887,286102
KY,2021-02-12,4253,17929,386326
LA,2021-02-12,9276,,418585
MA,2021-02-12,15358,18859,553812
MD,2021-02-12,7503,33629,368977
ME,2021-02-12,643,1469,42259
MI,2021-02-12,16027,,628012
MN,2021-02-12,6362,25047,471851
MO,2021-02-12,7442,,470107
MP,2021-02-12,2,4,134
MS,2021-02-12,6429,8902,285648
MT,2021-02-12,1324,4432,97063
NC,2021-02-12,10376,,814594
ND,2021-02-12,1461,3827,98466
NE,2021-02-12,2002,5936,195485
NH,2021-02-12,1126,1071,70072
NJ,2021-02-12,22393,62221,740062
NM,2021-02-12,3502,12634,179724
NV,2021-02-12,4663,,287023
NY,2021-02-12,36882,,1512690
OH,2021-02-12,15136,48411,934742
OK,2021-02-12,3959,23085,410818
OR,2021-02-12,2056,8162,149082
PA,2021-02-12,22959,,888256
PR,2021-02-12,1907,,96924
RI,2021-02-12,2290,8689,120821
SC,2021-02-12,7894,19205,480157
SD,2021-02-12,1831,6425,110068
TN,2021-02-12,10893,17969,754279
TX,2021-02-12,40095,,2541845
UT,2021-02-12,1785,14103,359641
VA,2021-02-12,6966,22718,544209
VI,2021-02-12,25,,2524
VT,2021-02-12,189,,13415
WA,2021-02-12,4633,18531,326159
WI,2021-02-12,6734,25197,605785
WV,2021-02-12,2200,,126887
WY,2021-02-12,647,1311,53086
AK,2021-02-11,280,1227,54134
AL,2021-02-11,9021,43906,477570
AR,2021-02-11,5199,14255,311043
AS,2021-02-11,0,,0
AZ,2021-02-11,14662,55272,791106
CA,2021-02-11,45456,,3371556
CO,2021-02-11,5781,22655,409683
CT,2021-02-11,7354,,266499
DC,2021-02-11,973,,38533
DE,2021-02-11,1262,,81875
FL,2021-02-11,28871,76587,1774013
GA,2021-02-11,15513,52853,955085
GU,2021-02-11,130,,7686
HI,2021-02-11,424,2147,27370
IA,2021-02-11,5196,,273417
ID,2021-02-11,1791,6838,166553
IL,2021-02-11,21985,,1155833
IN,2021-02-11,12027,41378,645006
KS,2021-02-11,4303,8840,284894
KY,2021-02-11,4211,17824,384903
LA,2021-02-11,9239,,417415
MA,2021-02-11,15269,18859,551396
MD,2021-02-11,7467,33508,367865
ME,2021-02-11,641,1464,42058
MI,2021-02-11,16019,,626477
MN,2021-02-11,6343,24989,470803
MO,2021-02-11,7431,,469223
MP,2021-02-11,2,4,133
MS,2021-02-11,6390,8902,284664
MT,2021-02-11,1320,4414,96842
NC,2021-02-11,10294,,810466
ND,2021-02-11,1460,3827,98353
NE,2021-02-11,1990,5931,195006
NH,2021-02-11,1117,1069,69612
NJ,2021-02-11,22329,62108,736330
NM,2021-02-11,3479,12559,179323
NV,2021-02-11,4637,,286387
NY,2021-02-11,36743,,1504286
OH,2021-02-11,12577,48269,931437
OK,2021-02-11,3948,23020,409401
OR,2021-02-11,2044,8107,148475
PA,2021-02-11,22860,,884269
PR,2021-02-11,1902,,96636
RI,2021-02-11,2274,8657,120381
SC,2021-02-11,7837,19086,476287
SD,2021-02-11,1829,6411,109859
TN,2021-02-11,10812,17920,752033
TX,2021-02-11,39771,,2529343
UT,2021-02-11,1774,14054,358581
VA,2021-02-11,6958,22615,541018
VI,2021-02-11,25,,2505
VT,2021-02-11,188,,13249
WA,2021-02-11,4603,18516,324706
WI,2021-02-11,6723,25142,604683
WV,2021-02-11,2187,,126420
WY,2021-02-11,647,1309,52979
AK,2021-02-10,280,1224,53991
AL,2021-02-10,8888,43685,476067
AR,2021-02-10,5174,14211,309940
AS,2021-02-10,0,,0
AZ,2021-02-10,14462,55088,789245
CA,2021-02-10,44995,,3362981
CO,2021-02-10,5770,22616,407961
CT,2021-02-10,7326,,265496
DC,2021-02-10,965,,38348
DE,2021-02-10,1245,,81461
FL,2021-02-10,28691,76286,1765659
GA,2021-02-10,15421,52543,950906
GU,2021-02-10,130,,7683
HI,2021-02-10,423,2139,27279
IA,2021-02-10,5174,,272824
ID,2021-02-10,1780,6839,166095
IL,2021-02-10,21869,,1152995
IN,2021-02-10,12001,41292,643305
KS,2021-02-10,4303,8840,284894
KY,2021-02-10,4175,17715,383032
LA,2021-02-10,9212,,414687
MA,2021-02-10,15207,18859,548946
MD,2021-02-10,7446,33398,366666
ME,2021-02-10,641,1458,41883
MI,2021-02-10,15939,,624970
MN,2021-02-10,6319,24924,469905
MO,2021-02-10,7161,,468189
MP,2021-02-10,2,4,133
MS,2021-02-10,6367,8902,283753
MT,2021-02-10,1320,4400,96595
NC,2021-02-10,10181,,805898
ND,2021-02-10,1459,3820,98214
NE,2021-02-10,1986,5928,194632
NH,2021-02-10,1116,1065,69247
NJ,2021-02-10,22250,61952,732674
NM,2021-02-10,3461,12557,178790
NV,2021-02-10,4582,,285795
NY,2021-02-10,36619,,1494187
OH,2021-02-10,11856,48080,928631
OK,2021-02-10,3900,22930,407724
OR,2021-02-10,2031,8076,147932
PA,2021-02-10,22745,,880291
PR,2021-02-10,1897,,96494
RI,2021-02-10,2259,8615,119893
SC,2021-02-10,7742,18941,473140
SD,2021-02-10,1815,6397,109580
TN,2021-02-10,10731,17875,750409
TX,2021-02-10,39386,,2517453
UT,2021-02-10,1765,14007,357339
VA,2021-02-10,6932,22470,537319
VI,2021-02-10,24,,2485
VT,2021-02-10,187,,13122
WA,2021-02-10,4558,18530,324025
WI,2021-02-10,6705,25090,603255
WV,2021-02-10,2175,,125951
WY,2021-02-10,647,1306,52874
AK,2021-02-09,280,1223,53809
AL,2021-02-09,8579,43499,474666
AR,2021-02-09,5148,14174,308848
AS,2021-02-09,0,,0
AZ,2021-02-09,14286,54967,787268
CA,2021-02-09,44477,,3354591
CO,2021-02-09,5746,22561,407210
CT,2021-02-09,7298,,264608
DC,2021-02-09,961,,38281
DE,2021-02-09,1221,,81210
FL,2021-02-09,28526,76001,1758254
GA,2021-02-09,15301,52262,947416
GU,2021-02-09,130,,7673
HI,2021-02-09,418,2140,27226
